LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1201916.063738,1201916.063738,1760631845.787211,41940.182,4528,11,PI,1,100,180915
1201916.073374,1201916.073374,1760631845.796848,41949.818,4528,11,PI,1,100,180849
1201916.083011,1201916.083011,1760631845.806484,41959.455,4528,11,PI,1,100,180882
1201916.092647,1201916.092647,1760631845.816120,41969.091,4528,11,PI,1,100,180873
1201916.102283,1201916.102283,1760631845.825757,41978.727,4528,11,PI,1,100,180898
1201916.111920,1201916.111920,1760631845.835393,41988.364,4528,11,PI,1,100,180871
1201916.121556,1201916.121556,1760631845.845030,41998.000,4528,11,PI,1,100,180860
1201916.132000,1201916.132000,1760631845.855474,42008.444,4546,9,PI,1,100,180887
1201916.142445,1201916.142445,1760631845.865918,42018.889,4546,9,PI,1,100,180887
1201916.152889,1201916.152889,1760631845.876363,42029.333,4546,9,PI,1,100,180849
1201916.163334,1201916.163333,1760631845.886807,42039.778,4546,9,PI,1,100,180883
1201916.173778,1201916.173778,1760631845.897252,42050.222,4546,9,PI,1,100,180886
1201916.184222,1201916.184222,1760631845.907696,42060.667,4546,9,PI,1,100,180898
1201916.194667,1201916.194667,1760631845.918140,42071.111,4546,9,PI,1,100,180851
1201916.205111,1201916.205111,1760631845.928585,42081.556,4546,9,PI,1,100,180865
1201916.215556,1201916.215555,1760631845.939029,42092.000,4546,9,PI,1,100,180881
1201916.225192,1201916.225192,1760631845.948665,42101.636,4560,11,PI,1,100,180860
1201916.234828,1201916.234828,1760631845.958302,42111.273,4560,11,PI,1,100,180885
1201916.244464,1201916.244464,1760631845.967938,42120.909,4560,11,PI,1,100,180885
1201916.254101,1201916.254101,1760631845.977574,42130.545,4560,11,PI,1,100,180886
1201916.263737,1201916.263737,1760631845.987211,42140.182,4560,11,PI,1,100,180892
1201916.273373,1201916.273373,1760631845.996847,42149.818,4560,11,PI,1,100,180851
1201916.283010,1201916.283010,1760631846.006483,42159.455,4560,11,PI,1,100,180880
1201916.292646,1201916.292646,1760631846.016120,42169.091,4560,11,PI,1,100,180879
1201916.302282,1201916.302282,1760631846.025756,42178.727,4560,11,PI,1,100,180912
1201916.311919,1201916.311919,1760631846.035392,42188.364,4560,11,PI,1,100,180871
1201916.321555,1201916.321555,1760631846.045029,42198.000,4560,11,PI,1,100,180845
1201916.332255,1201916.332255,1760631846.055729,42208.700,4576,10,PI,1,100,180877
1201916.342955,1201916.342955,1760631846.066429,42219.400,4576,10,PI,1,100,180877
1201916.353655,1201916.353655,1760631846.077129,42230.100,4576,10,PI,1,100,180839
1201916.364355,1201916.364355,1760631846.087829,42240.800,4576,10,PI,1,100,180866
1201916.375055,1201916.375055,1760631846.098529,42251.500,4576,10,PI,1,100,180872
1201916.385755,1201916.385755,1760631846.109228,42262.200,4576,10,PI,1,100,180855
1201916.396455,1201916.396455,1760631846.119928,42272.900,4576,10,PI,1,100,180810
1201916.407155,1201916.407154,1760631846.130628,42283.600,4576,10,PI,1,100,180818
1201916.417854,1201916.417854,1760631846.141328,42294.300,4576,10,PI,1,100,180842
1201916.428554,1201916.428554,1760631846.152028,42305.000,4576,10,PI,1,100,180837
1201916.437854,1201916.437854,1760631846.161328,42314.300,4592,10,PI,1,100,180857
1201916.447154,1201916.447154,1760631846.170628,42323.600,4592,10,PI,1,100,180839
1201916.456454,1201916.456454,1760631846.179928,42332.900,4592,10,PI,1,100,180852
1201916.465754,1201916.465754,1760631846.189228,42342.200,4592,10,PI,1,100,180857
1201916.475054,1201916.475054,1760631846.198528,42351.500,4592,10,PI,1,100,180839
1201916.484354,1201916.484354,1760631846.207828,42360.800,4592,10,PI,1,100,180863
1201916.493654,1201916.493654,1760631846.217128,42370.100,4592,10,PI,1,100,180865
1201916.502954,1201916.502954,1760631846.226428,42379.400,4592,10,PI,1,100,180826
1201916.512254,1201916.512254,1760631846.235728,42388.700,4592,10,PI,1,100,180882
1201916.521554,1201916.521554,1760631846.245028,42398.000,4592,10,PI,1,100,180859
1201916.532254,1201916.532254,1760631846.255728,42408.700,4608,10,PI,1,100,180828
1201916.542954,1201916.542954,1760631846.266428,42419.400,4608,10,PI,1,100,180848
1201916.553654,1201916.553654,1760631846.277128,42430.100,4608,10,PI,1,100,180822
1201916.564354,1201916.564354,1760631846.287828,42440.800,4608,10,PI,1,100,180873
1201916.575054,1201916.575054,1760631846.298528,42451.500,4608,10,PI,1,100,180882
1201916.585754,1201916.585754,1760631846.309228,42462.200,4608,10,PI,1,100,180860
1201916.596454,1201916.596453,1760631846.319928,42472.900,4608,10,PI,1,100,180822
1201916.607153,1201916.607153,1760631846.330628,42483.600,4608,10,PI,1,100,180829
1201916.617853,1201916.617853,1760631846.341328,42494.300,4608,10,PI,1,100,180835
1201916.628553,1201916.628553,1760631846.352028,42505.000,4608,10,PI,1,100,180856
1201916.638887,1201916.638887,1760631846.362361,42515.333,4622,9,PI,1,100,180833
1201916.649220,1201916.649220,1760631846.372694,42525.667,4622,9,PI,1,100,180836
1201916.659553,1201916.659553,1760631846.383028,42536.000,4622,9,PI,1,100,180824
1201916.669886,1201916.669886,1760631846.393361,42546.333,4622,9,PI,1,100,180836
1201916.680220,1201916.680220,1760631846.403694,42556.667,4622,9,PI,1,100,180840
1201916.690553,1201916.690553,1760631846.414027,42567.000,4622,9,PI,1,100,180811
1201916.700886,1201916.700886,1760631846.424361,42577.333,4622,9,PI,1,100,180834
1201916.711220,1201916.711220,1760631846.434694,42587.667,4622,9,PI,1,100,180851
1201916.721553,1201916.721553,1760631846.445027,42598.000,4622,9,PI,1,100,180857
1201916.731280,1201916.731280,1760631846.454754,42607.727,4639,11,PI,1,100,180839
1201916.741007,1201916.741007,1760631846.464482,42617.455,4639,11,PI,1,100,180814
1201916.750735,1201916.750734,1760631846.474209,42627.182,4639,11,PI,1,100,180843
1201916.760462,1201916.760462,1760631846.483936,42636.909,4639,11,PI,1,100,180818
1201916.770189,1201916.770189,1760631846.493663,42646.636,4639,11,PI,1,100,180837
1201916.779916,1201916.779916,1760631846.503391,42656.364,4639,11,PI,1,100,180844
1201916.789643,1201916.789643,1760631846.513118,42666.091,4639,11,PI,1,100,180842
1201916.799371,1201916.799371,1760631846.522845,42675.818,4639,11,PI,1,100,180811
1201916.809098,1201916.809098,1760631846.532572,42685.545,4639,11,PI,1,100,180801
1201916.818825,1201916.818825,1760631846.542300,42695.273,4639,11,PI,1,100,180805
1201916.828552,1201916.828552,1760631846.552027,42705.000,4639,11,PI,1,100,180853
1201916.839152,1201916.839152,1760631846.562627,42715.600,4654,10,PI,1,100,180829
1201916.849752,1201916.849752,1760631846.573227,42726.200,4654,10,PI,1,100,180827
1201916.860352,1201916.860352,1760631846.583827,42736.800,4654,10,PI,1,100,180878
1201916.870952,1201916.870952,1760631846.594427,42747.400,4654,10,PI,1,100,180853
1201916.881552,1201916.881552,1760631846.605026,42758.000,4654,10,PI,1,100,180873
1201916.892152,1201916.892152,1760631846.615627,42768.600,4654,10,PI,1,100,180845
1201916.902752,1201916.902752,1760631846.626226,42779.200,4654,10,PI,1,100,180841
1201916.913352,1201916.913352,1760631846.636827,42789.800,4654,10,PI,1,100,180853
1201916.923952,1201916.923952,1760631846.647426,42800.400,4654,10,PI,1,100,180828
1201916.934552,1201916.934552,1760631846.658026,42811.000,4654,10,PI,1,100,180829
1201916.943952,1201916.943952,1760631846.667426,42820.400,4670,10,PI,1,100,180821
1201916.953352,1201916.953352,1760631846.676826,42829.800,4670,10,PI,1,100,180809
1201916.962752,1201916.962752,1760631846.686226,42839.200,4670,10,PI,1,100,180850
1201916.972152,1201916.972152,1760631846.695626,42848.600,4670,10,PI,1,100,180839
1201916.981552,1201916.981551,1760631846.705026,42858.000,4670,10,PI,1,100,180814
1201916.990951,1201916.990951,1760631846.714426,42867.400,4670,10,PI,1,100,180866
1201917.000351,1201917.000351,1760631846.723826,42876.800,4670,10,PI,1,100,180860
1201917.009751,1201917.009751,1760631846.733226,42886.200,4670,10,PI,1,100,180867
1201917.019151,1201917.019151,1760631846.742626,42895.600,4670,10,PI,1,100,180847
1201917.028551,1201917.028551,1760631846.752026,42905.000,4670,10,PI,1,100,180843
1201917.039151,1201917.039151,1760631846.762626,42915.600,4685,10,PI,1,100,180829
1201917.049751,1201917.049751,1760631846.773226,42926.200,4685,10,PI,1,100,180809
1201917.060351,1201917.060351,1760631846.783826,42936.800,4685,10,PI,1,100,180827
1201917.070951,1201917.070951,1760631846.794426,42947.400,4685,10,PI,1,100,180767
1201917.081551,1201917.081551,1760631846.805026,42958.000,4685,10,PI,1,100,180801
1201917.092151,1201917.092151,1760631846.815626,42968.600,4685,10,PI,1,100,180807
1201917.102751,1201917.102751,1760631846.826226,42979.200,4685,10,PI,1,100,180802
1201917.113351,1201917.113351,1760631846.836826,42989.800,4685,10,PI,1,100,180824
1201917.123951,1201917.123951,1760631846.847426,43000.400,4685,10,PI,1,100,180812
1201917.134551,1201917.134551,1760631846.858026,43011.000,4685,10,PI,1,100,180803
1201917.143951,1201917.143951,1760631846.867426,43020.400,4701,10,PI,1,100,180843
1201917.153351,1201917.153351,1760631846.876826,43029.800,4701,10,PI,1,100,180806
1201917.162751,1201917.162751,1760631846.886225,43039.200,4701,10,PI,1,100,180819
1201917.172151,1201917.172150,1760631846.895626,43048.600,4701,10,PI,1,100,180826
1201917.181550,1201917.181550,1760631846.905025,43058.000,4701,10,PI,1,100,180831
1201917.190950,1201917.190950,1760631846.914425,43067.400,4701,10,PI,1,100,180823
1201917.200350,1201917.200350,1760631846.923826,43076.800,4701,10,PI,1,100,180826
1201917.209750,1201917.209750,1760631846.933225,43086.200,4701,10,PI,1,100,180797
1201917.219150,1201917.219150,1760631846.942625,43095.600,4701,10,PI,1,100,180800
1201917.228550,1201917.228550,1760631846.952025,43105.000,4701,10,PI,1,100,180818
1201917.239150,1201917.239150,1760631846.962625,43115.600,4716,10,PI,1,100,180775
1201917.249750,1201917.249750,1760631846.973225,43126.200,4716,10,PI,1,100,180777
1201917.260350,1201917.260350,1760631846.983825,43136.800,4716,10,PI,1,100,180761
1201917.270950,1201917.270950,1760631846.994425,43147.400,4716,10,PI,1,100,180740
1201917.281550,1201917.281550,1760631847.005025,43158.000,4716,10,PI,1,100,180770
1201917.292150,1201917.292150,1760631847.015625,43168.600,4716,10,PI,1,100,180788
1201917.302750,1201917.302750,1760631847.026225,43179.200,4716,10,PI,1,100,180756
1201917.313350,1201917.313350,1760631847.036825,43189.800,4716,10,PI,1,100,180766
1201917.323950,1201917.323950,1760631847.047425,43200.400,4716,10,PI,1,100,180754
1201917.334550,1201917.334550,1760631847.058025,43211.000,4716,10,PI,1,100,180754
1201917.344277,1201917.344277,1760631847.067752,43220.727,4732,11,PI,1,100,180768
1201917.354004,1201917.354004,1760631847.077479,43230.455,4732,11,PI,1,100,180727
1201917.363731,1201917.363731,1760631847.087207,43240.182,4732,11,PI,1,100,180730
1201917.373459,1201917.373459,1760631847.096934,43249.909,4732,11,PI,1,100,180729
1201917.383186,1201917.383186,1760631847.106661,43259.636,4732,11,PI,1,100,180700
1201917.392913,1201917.392913,1760631847.116388,43269.364,4732,11,PI,1,100,180748
1201917.402640,1201917.402640,1760631847.126116,43279.091,4732,11,PI,1,100,180728
1201917.412367,1201917.412367,1760631847.135843,43288.818,4732,11,PI,1,100,180735
1201917.422095,1201917.422095,1760631847.145570,43298.545,4732,11,PI,1,100,180730
1201917.431822,1201917.431822,1760631847.155297,43308.273,4732,11,PI,1,100,180756
1201917.441549,1201917.441549,1760631847.165025,43318.000,4732,11,PI,1,100,180748
1201917.451882,1201917.451882,1760631847.175358,43328.333,4747,9,PI,1,100,180748
1201917.462216,1201917.462216,1760631847.185691,43338.667,4747,9,PI,1,100,180736
1201917.472549,1201917.472549,1760631847.196024,43349.000,4747,9,PI,1,100,180712
1201917.482882,1201917.482882,1760631847.206358,43359.333,4747,9,PI,1,100,180770
1201917.493216,1201917.493215,1760631847.216691,43369.667,4747,9,PI,1,100,180748
1201917.503549,1201917.503549,1760631847.227024,43380.000,4747,9,PI,1,100,180751
1201917.513882,1201917.513882,1760631847.237358,43390.333,4747,9,PI,1,100,180772
1201917.524215,1201917.524215,1760631847.247691,43400.667,4747,9,PI,1,100,180740
1201917.534549,1201917.534549,1760631847.258024,43411.000,4747,9,PI,1,100,180757
1201917.544276,1201917.544276,1760631847.267751,43420.727,4763,11,PI,1,100,180750
1201917.554003,1201917.554003,1760631847.277479,43430.455,4763,11,PI,1,100,180769
1201917.563730,1201917.563730,1760631847.287206,43440.182,4763,11,PI,1,100,180777
1201917.573458,1201917.573457,1760631847.296933,43449.909,4763,11,PI,1,100,180771
1201917.583185,1201917.583185,1760631847.306660,43459.636,4763,11,PI,1,100,180731
1201917.592912,1201917.592912,1760631847.316387,43469.364,4763,11,PI,1,100,180708
1201917.602639,1201917.602639,1760631847.326115,43479.091,4763,11,PI,1,100,180711
1201917.612366,1201917.612366,1760631847.335842,43488.818,4763,11,PI,1,100,180745
1201917.622094,1201917.622094,1760631847.345569,43498.545,4763,11,PI,1,100,180723
1201917.631821,1201917.631821,1760631847.355296,43508.273,4763,11,PI,1,100,180787
1201917.641548,1201917.641548,1760631847.365024,43518.000,4763,11,PI,1,100,180732
1201917.651881,1201917.651881,1760631847.375357,43528.333,4778,9,PI,1,100,180773
1201917.662215,1201917.662215,1760631847.385690,43538.667,4778,9,PI,1,100,180754
1201917.672548,1201917.672548,1760631847.396024,43549.000,4778,9,PI,1,100,180743
1201917.682881,1201917.682881,1760631847.406357,43559.333,4778,9,PI,1,100,180783
1201917.693214,1201917.693214,1760631847.416690,43569.667,4778,9,PI,1,100,180764
1201917.703548,1201917.703548,1760631847.427023,43580.000,4778,9,PI,1,100,180729
1201917.713881,1201917.713881,1760631847.437357,43590.333,4778,9,PI,1,100,180781
1201917.724214,1201917.724214,1760631847.447690,43600.667,4778,9,PI,1,100,180713
1201917.734548,1201917.734548,1760631847.458023,43611.000,4778,9,PI,1,100,180745
1201917.745048,1201917.745048,1760631847.468523,43621.500,4800,14,PI,1,100,180688
1201917.755548,1201917.755547,1760631847.479023,43632.000,4800,14,PI,1,100,180750
1201917.766047,1201917.766047,1760631847.489523,43642.500,4800,14,PI,1,100,180709
1201917.776547,1201917.776547,1760631847.500023,43653.000,4800,14,PI,1,100,180733
1201917.787047,1201917.787047,1760631847.510523,43663.500,4800,14,PI,1,100,180686
1201917.797547,1201917.797547,1760631847.521023,43674.000,4800,14,PI,1,100,180702
1201917.808047,1201917.808047,1760631847.531523,43684.500,4800,14,PI,1,100,180687
1201917.818547,1201917.818547,1760631847.542023,43695.000,4800,14,PI,1,100,180716
1201917.829047,1201917.829047,1760631847.552523,43705.500,4800,14,PI,1,100,180715
1201917.839547,1201917.839547,1760631847.563023,43716.000,4800,14,PI,1,100,180669
1201917.850047,1201917.850047,1760631847.573523,43726.500,4800,14,PI,1,100,180663
1201917.860547,1201917.860547,1760631847.584023,43737.000,4800,14,PI,1,100,180708
1201917.871047,1201917.871047,1760631847.594523,43747.500,4800,14,PI,1,100,180709
1201917.881547,1201917.881547,1760631847.605023,43758.000,4800,14,PI,1,100,180661
1201917.891274,1201917.891274,1760631847.614750,43767.727,4816,11,PI,1,100,180660
1201917.901001,1201917.901001,1760631847.624477,43777.455,4816,11,PI,1,100,180682
1201917.910729,1201917.910728,1760631847.634205,43787.182,4816,11,PI,1,100,180699
1201917.920456,1201917.920456,1760631847.643932,43796.909,4816,11,PI,1,100,180692
1201917.930183,1201917.930183,1760631847.653659,43806.636,4816,11,PI,1,100,180717
1201917.939910,1201917.939910,1760631847.663386,43816.364,4816,11,PI,1,100,180696
1201917.949637,1201917.949637,1760631847.673113,43826.091,4816,11,PI,1,100,180704
1201917.959365,1201917.959365,1760631847.682841,43835.818,4816,11,PI,1,100,180727
1201917.969092,1201917.969092,1760631847.692568,43845.545,4816,11,PI,1,100,180697
1201917.978819,1201917.978819,1760631847.702295,43855.273,4816,11,PI,1,100,180717
1201917.988546,1201917.988546,1760631847.712022,43865.000,4816,11,PI,1,100,180720
1201917.998274,1201917.998273,1760631847.721750,43874.727,4831,11,PI,1,100,180688
1201918.008001,1201918.008001,1760631847.731477,43884.455,4831,11,PI,1,100,180683
1201918.017728,1201918.017728,1760631847.741204,43894.182,4831,11,PI,1,100,180715
1201918.027455,1201918.027455,1760631847.750931,43903.909,4831,11,PI,1,100,180735
1201918.037182,1201918.037182,1760631847.760659,43913.636,4831,11,PI,1,100,180733
1201918.046910,1201918.046910,1760631847.770386,43923.364,4831,11,PI,1,100,180730
1201918.056637,1201918.056637,1760631847.780113,43933.091,4831,11,PI,1,100,180707
1201918.066364,1201918.066364,1760631847.789840,43942.818,4831,11,PI,1,100,180744
1201918.076091,1201918.076091,1760631847.799567,43952.545,4831,11,PI,1,100,180761
1201918.085819,1201918.085818,1760631847.809295,43962.273,4831,11,PI,1,100,180728
1201918.095546,1201918.095546,1760631847.819022,43972.000,4831,11,PI,1,100,180758
1201918.105879,1201918.105879,1760631847.829355,43982.333,4847,9,PI,1,100,180746
1201918.116212,1201918.116212,1760631847.839689,43992.667,4847,9,PI,1,100,180773
1201918.126546,1201918.126546,1760631847.850022,44003.000,4847,9,PI,1,100,180735
1201918.136879,1201918.136879,1760631847.860355,44013.333,4847,9,PI,1,100,180765
1201918.147212,1201918.147212,1760631847.870688,44023.667,4847,9,PI,1,100,180758
1201918.157545,1201918.157545,1760631847.881022,44034.000,4847,9,PI,1,100,180759
1201918.167879,1201918.167879,1760631847.891355,44044.333,4847,9,PI,1,100,180748
1201918.178212,1201918.178212,1760631847.901688,44054.667,4847,9,PI,1,100,180763
1201918.188545,1201918.188545,1760631847.912022,44065.000,4847,9,PI,1,100,180761
1201918.199145,1201918.199145,1760631847.922621,44075.600,4862,10,PI,1,100,180741
1201918.209745,1201918.209745,1760631847.933222,44086.200,4862,10,PI,1,100,180753
1201918.220345,1201918.220345,1760631847.943821,44096.800,4862,10,PI,1,100,180779
1201918.230945,1201918.230945,1760631847.954422,44107.400,4862,10,PI,1,100,180802
1201918.241545,1201918.241545,1760631847.965021,44118.000,4862,10,PI,1,100,180789
1201918.252145,1201918.252145,1760631847.975621,44128.600,4862,10,PI,1,100,180747
1201918.262745,1201918.262745,1760631847.986221,44139.200,4862,10,PI,1,100,180755
1201918.273345,1201918.273345,1760631847.996821,44149.800,4862,10,PI,1,100,180807
1201918.283945,1201918.283945,1760631848.007421,44160.400,4862,10,PI,1,100,180777
1201918.294545,1201918.294545,1760631848.018021,44171.000,4862,10,PI,1,100,180783
1201918.303945,1201918.303945,1760631848.027421,44180.400,4878,10,PI,1,100,180788
1201918.313345,1201918.313345,1760631848.036821,44189.800,4878,10,PI,1,100,180767
1201918.322745,1201918.322745,1760631848.046221,44199.200,4878,10,PI,1,100,180784
1201918.332145,1201918.332144,1760631848.055621,44208.600,4878,10,PI,1,100,180789
1201918.341544,1201918.341544,1760631848.065021,44218.000,4878,10,PI,1,100,180792
1201918.350944,1201918.350944,1760631848.074421,44227.400,4878,10,PI,1,100,180793
1201918.360344,1201918.360344,1760631848.083821,44236.800,4878,10,PI,1,100,180804
1201918.369744,1201918.369744,1760631848.093221,44246.200,4878,10,PI,1,100,180824
1201918.379144,1201918.379144,1760631848.102621,44255.600,4878,10,PI,1,100,180762
1201918.388544,1201918.388544,1760631848.112021,44265.000,4878,10,PI,1,100,180812
1201918.399144,1201918.399144,1760631848.122621,44275.600,4894,10,PI,1,100,180794
1201918.409744,1201918.409744,1760631848.133221,44286.200,4894,10,PI,1,100,180813
1201918.420344,1201918.420344,1760631848.143821,44296.800,4894,10,PI,1,100,180772
1201918.430944,1201918.430944,1760631848.154421,44307.400,4894,10,PI,1,100,180833
1201918.441544,1201918.441544,1760631848.165021,44318.000,4894,10,PI,1,100,180802
1201918.452144,1201918.452144,1760631848.175621,44328.600,4894,10,PI,1,100,180818
1201918.462744,1201918.462744,1760631848.186221,44339.200,4894,10,PI,1,100,180807
1201918.473344,1201918.473344,1760631848.196820,44349.800,4894,10,PI,1,100,180795
1201918.483944,1201918.483944,1760631848.207421,44360.400,4894,10,PI,1,100,180814
1201918.494544,1201918.494544,1760631848.218020,44371.000,4894,10,PI,1,100,180830
1201918.504271,1201918.504271,1760631848.227748,44380.727,4909,11,PI,1,100,180772
1201918.513998,1201918.513998,1760631848.237475,44390.455,4909,11,PI,1,100,180792
1201918.523725,1201918.523725,1760631848.247202,44400.182,4909,11,PI,1,100,180778
1201918.533453,1201918.533453,1760631848.256929,44409.909,4909,11,PI,1,100,180765
1201918.543180,1201918.543180,1760631848.266657,44419.636,4909,11,PI,1,100,180760
1201918.552907,1201918.552907,1760631848.276384,44429.364,4909,11,PI,1,100,180786
1201918.562634,1201918.562634,1760631848.286111,44439.091,4909,11,PI,1,100,180767
1201918.572361,1201918.572361,1760631848.295838,44448.818,4909,11,PI,1,100,180795
1201918.582089,1201918.582089,1760631848.305566,44458.545,4909,11,PI,1,100,180751
1201918.591816,1201918.591816,1760631848.315293,44468.273,4909,11,PI,1,100,180780
1201918.601543,1201918.601543,1760631848.325020,44478.000,4909,11,PI,1,100,180781
1201918.611876,1201918.611876,1760631848.335353,44488.333,4924,9,PI,1,100,180794
1201918.622210,1201918.622210,1760631848.345687,44498.667,4924,9,PI,1,100,180762
1201918.632543,1201918.632543,1760631848.356020,44509.000,4924,9,PI,1,100,180746
1201918.642876,1201918.642876,1760631848.366353,44519.333,4924,9,PI,1,100,180763
1201918.653210,1201918.653209,1760631848.376687,44529.667,4924,9,PI,1,100,180779
1201918.663543,1201918.663543,1760631848.387020,44540.000,4924,9,PI,1,100,180750
1201918.673876,1201918.673876,1760631848.397353,44550.333,4924,9,PI,1,100,180778
1201918.684209,1201918.684209,1760631848.407686,44560.667,4924,9,PI,1,100,180805
1201918.694543,1201918.694543,1760631848.418020,44571.000,4924,9,PI,1,100,180808
1201918.704270,1201918.704270,1760631848.427747,44580.727,4945,11,PI,1,100,180777
1201918.713997,1201918.713997,1760631848.437474,44590.455,4945,11,PI,1,100,180784
1201918.723724,1201918.723724,1760631848.447201,44600.182,4945,11,PI,1,100,180792
1201918.733452,1201918.733451,1760631848.456929,44609.909,4945,11,PI,1,100,180810
1201918.743179,1201918.743179,1760631848.466656,44619.636,4945,11,PI,1,100,180793
1201918.752906,1201918.752906,1760631848.476383,44629.364,4945,11,PI,1,100,180801
1201918.762633,1201918.762633,1760631848.486110,44639.091,4945,11,PI,1,100,180817
1201918.772360,1201918.772360,1760631848.495838,44648.818,4945,11,PI,1,100,180796
1201918.782088,1201918.782088,1760631848.505565,44658.545,4945,11,PI,1,100,180786
1201918.791815,1201918.791815,1760631848.515292,44668.273,4945,11,PI,1,100,180772
1201918.801542,1201918.801542,1760631848.525019,44678.000,4945,11,PI,1,100,180820
1201918.812242,1201918.812242,1760631848.535719,44688.700,4960,10,PI,1,100,180784
1201918.822942,1201918.822942,1760631848.546419,44699.400,4960,10,PI,1,100,180785
1201918.833642,1201918.833642,1760631848.557119,44710.100,4960,10,PI,1,100,180804
1201918.844342,1201918.844342,1760631848.567819,44720.800,4960,10,PI,1,100,180819
1201918.855042,1201918.855042,1760631848.578519,44731.500,4960,10,PI,1,100,180788
1201918.865742,1201918.865742,1760631848.589219,44742.200,4960,10,PI,1,100,180770
1201918.876442,1201918.876442,1760631848.599919,44752.900,4960,10,PI,1,100,180819
1201918.887142,1201918.887142,1760631848.610619,44763.600,4960,10,PI,1,100,180806
1201918.897842,1201918.897842,1760631848.621319,44774.300,4960,10,PI,1,100,180788
1201918.908542,1201918.908541,1760631848.632019,44785.000,4960,10,PI,1,100,180802
1201918.917841,1201918.917841,1760631848.641319,44794.300,4975,10,PI,1,100,180783
1201918.927141,1201918.927141,1760631848.650619,44803.600,4975,10,PI,1,100,180823
1201918.936441,1201918.936441,1760631848.659919,44812.900,4975,10,PI,1,100,180779
1201918.945741,1201918.945741,1760631848.669219,44822.200,4975,10,PI,1,100,180764
1201918.955041,1201918.955041,1760631848.678519,44831.500,4975,10,PI,1,100,180772
1201918.964341,1201918.964341,1760631848.687819,44840.800,4975,10,PI,1,100,180834
1201918.973641,1201918.973641,1760631848.697119,44850.100,4975,10,PI,1,100,180814
1201918.982941,1201918.982941,1760631848.706419,44859.400,4975,10,PI,1,100,180807
1201918.992241,1201918.992241,1760631848.715719,44868.700,4975,10,PI,1,100,180763
1201919.001541,1201919.001541,1760631848.725019,44878.000,4975,10,PI,1,100,180815
1201919.012241,1201919.012241,1760631848.735718,44888.700,4990,10,PI,1,100,180806
1201919.022941,1201919.022941,1760631848.746418,44899.400,4990,10,PI,1,100,180777
1201919.033641,1201919.033641,1760631848.757118,44910.100,4990,10,PI,1,100,180811
1201919.044341,1201919.044341,1760631848.767818,44920.800,4990,10,PI,1,100,180788
1201919.055041,1201919.055041,1760631848.778518,44931.500,4990,10,PI,1,100,180781
1201919.065741,1201919.065741,1760631848.789218,44942.200,4990,10,PI,1,100,180790
1201919.076441,1201919.076441,1760631848.799918,44952.900,4990,10,PI,1,100,180794
1201919.087141,1201919.087141,1760631848.810618,44963.600,4990,10,PI,1,100,180802
1201919.097841,1201919.097840,1760631848.821318,44974.300,4990,10,PI,1,100,180790
1201919.108540,1201919.108540,1760631848.832018,44985.000,4990,10,PI,1,100,180817
1201919.118874,1201919.118874,1760631848.842351,44995.333,5007,9,PI,1,100,180781
1201919.129207,1201919.129207,1760631848.852685,45005.667,5007,9,PI,1,100,180817
1201919.139540,1201919.139540,1760631848.863018,45016.000,5007,9,PI,1,100,180793
1201919.149874,1201919.149874,1760631848.873351,45026.333,5007,9,PI,1,100,180826
1201919.160207,1201919.160207,1760631848.883685,45036.667,5007,9,PI,1,100,180784
1201919.170540,1201919.170540,1760631848.894018,45047.000,5007,9,PI,1,100,180841
1201919.180873,1201919.180873,1760631848.904351,45057.333,5007,9,PI,1,100,180798
1201919.191207,1201919.191207,1760631848.914685,45067.667,5007,9,PI,1,100,180799
1201919.201540,1201919.201540,1760631848.925018,45078.000,5007,9,PI,1,100,180739
1201919.211267,1201919.211267,1760631848.934745,45087.727,5022,11,PI,1,100,180749
1201919.220994,1201919.220994,1760631848.944472,45097.455,5022,11,PI,1,100,180753
1201919.230722,1201919.230722,1760631848.954200,45107.182,5022,11,PI,1,100,180780
1201919.240449,1201919.240449,1760631848.963927,45116.909,5022,11,PI,1,100,180758
1201919.250176,1201919.250176,1760631848.973654,45126.636,5022,11,PI,1,100,180767
1201919.259903,1201919.259903,1760631848.983381,45136.364,5022,11,PI,1,100,180722
1201919.269631,1201919.269631,1760631848.993109,45146.091,5022,11,PI,1,100,180731
1201919.279358,1201919.279358,1760631849.002836,45155.818,5022,11,PI,1,100,180717
1201919.289085,1201919.289085,1760631849.012563,45165.545,5022,11,PI,1,100,180745
1201919.298812,1201919.298812,1760631849.022290,45175.273,5022,11,PI,1,100,180760
1201919.308539,1201919.308539,1760631849.032017,45185.000,5022,11,PI,1,100,180725
1201919.318267,1201919.318267,1760631849.041745,45194.727,5040,11,PI,1,100,180739
1201919.327994,1201919.327994,1760631849.051472,45204.455,5040,11,PI,1,100,180766
1201919.337721,1201919.337721,1760631849.061199,45214.182,5040,11,PI,1,100,180703
1201919.347448,1201919.347448,1760631849.070926,45223.909,5040,11,PI,1,100,180720
1201919.357176,1201919.357176,1760631849.080654,45233.636,5040,11,PI,1,100,180705
1201919.366903,1201919.366903,1760631849.090381,45243.364,5040,11,PI,1,100,180695
1201919.376630,1201919.376630,1760631849.100108,45253.091,5040,11,PI,1,100,180739
1201919.386357,1201919.386357,1760631849.109835,45262.818,5040,11,PI,1,100,180711
