LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1759437254.131864,182241.000,26317,1,T1,1,100,30.802
1759437254.265867,182375.000,26333,1,T1,1,100,30.737
1759437254.398870,182508.000,26348,1,T1,1,100,30.780
1759437254.531873,182641.000,26379,1,T1,1,100,30.798
1759437254.665875,182775.000,26395,1,T1,1,100,30.806
1759437254.798878,182908.000,26417,1,T1,1,100,30.952
1759437254.931881,183041.000,26434,1,T1,1,100,30.944
1759437255.065883,183175.000,26466,1,T1,1,100,30.763
1759437255.198886,183308.000,26482,1,T1,1,100,30.720
1759437255.331889,183441.000,26498,1,T1,1,100,30.702
1759437255.465892,183575.000,26531,1,T1,1,100,30.871
1759437255.598894,183708.000,26546,1,T1,1,100,30.909
1759437255.731897,183841.000,26562,1,T1,1,100,30.890
1759437255.865900,183975.000,26595,1,T1,1,100,30.881
1759437255.998903,184108.000,26610,1,T1,1,100,30.913
1759437256.131905,184241.000,26626,1,T1,1,100,30.821
1759437256.265908,184375.000,26657,1,T1,1,100,30.745
1759437256.398911,184508.000,26672,1,T1,1,100,30.783
1759437256.531914,184641.000,26691,1,T1,1,100,30.764
1759437256.664916,184774.000,26721,1,T1,1,100,30.685
1759437256.798919,184908.000,26736,1,T1,1,100,30.722
1759437256.931921,185041.000,26753,1,T1,1,100,30.773
1759437257.064924,185174.000,26783,1,T1,1,100,30.866
1759437257.198927,185308.000,26799,1,T1,1,100,30.978
1759437257.331930,185441.000,26817,1,T1,1,100,30.919
1759437257.464932,185574.000,26832,1,T1,1,100,30.752
1759437257.598935,185708.000,26863,1,T1,1,100,30.893
1759437257.731938,185841.000,26879,1,T1,1,100,30.918
1759437257.864941,185974.000,26895,1,T1,1,100,30.752
1759437257.998943,186108.000,26911,1,T1,1,100,30.751
1759437258.131946,186241.000,26943,1,T1,1,100,30.892
1759437258.264949,186374.000,26960,1,T1,1,100,30.882
1759437258.398952,186508.000,26976,1,T1,1,100,30.949
1759437258.531954,186641.000,27007,1,T1,1,100,30.907
1759437258.664957,186774.000,27022,1,T1,1,100,30.853
1759437258.798960,186908.000,27038,1,T1,1,100,30.759
1759437258.931962,187041.000,27071,1,T1,1,100,30.825
1759437259.064965,187174.000,27086,1,T1,1,100,30.889
1759437259.198968,187308.000,27103,1,T1,1,100,30.810
1759437259.331971,187441.000,27133,1,T1,1,100,30.918
1759437259.464973,187574.000,27148,1,T1,1,100,30.929
1759437259.597976,187707.000,27165,1,T1,1,100,30.898
1759437259.731979,187841.000,27195,1,T1,1,100,30.921
1759437259.864981,187974.000,27211,1,T1,1,100,30.930
1759437259.997984,188107.000,27227,1,T1,1,100,30.828
1759437260.131987,188241.000,27242,1,T1,1,100,30.748
1759437260.264990,188374.000,27273,1,T1,1,100,30.856
1759437260.397992,188507.000,27289,1,T1,1,100,30.831
1759437260.531995,188641.000,27304,1,T1,1,100,30.962
1759437260.664998,188774.000,27335,1,T1,1,100,30.877
1759437260.798001,188907.000,27351,1,T1,1,100,30.770
1759437260.932003,189041.000,27367,1,T1,1,100,30.900
1759437261.065006,189174.000,27397,1,T1,1,100,30.957
1759437261.198009,189307.000,27414,1,T1,1,100,30.840
1759437261.332011,189441.000,27429,1,T1,1,100,30.753
1759437261.465014,189574.000,27460,1,T1,1,100,30.822
1759437261.598017,189707.000,27476,1,T1,1,100,30.852
1759437261.732020,189841.000,27491,1,T1,1,100,30.972
1759437261.865022,189974.000,27522,1,T1,1,100,30.988
1759437261.998025,190107.000,27538,1,T1,1,100,30.924
1759437262.132028,190241.000,27553,1,T1,1,100,30.932
1759437262.265030,190374.000,27584,1,T1,1,100,30.864
1759437262.398033,190507.000,27600,1,T1,1,100,30.835
1759437262.532036,190641.000,27618,1,T1,1,100,30.858
1759437262.665039,190774.000,27634,1,T1,1,100,30.867
1759437262.798041,190907.000,27666,1,T1,1,100,30.943
1759437262.931044,191040.000,27682,1,T1,1,100,30.869
1759437263.065047,191174.000,27698,1,T1,1,100,30.943
1759437263.198050,191307.000,27729,1,T1,1,100,30.940
1759437263.331052,191440.000,27744,1,T1,1,100,30.868
1759437263.465055,191574.000,27760,1,T1,1,100,30.872
1759437263.598058,191707.000,27776,1,T1,1,100,30.874
1759437263.731060,191840.000,27792,1,T1,1,100,30.839
1759437263.865063,191974.000,27823,1,T1,1,100,30.824
1759437263.998066,192107.000,27840,1,T1,1,100,30.924
1759437264.131068,192240.000,27858,1,T1,1,100,30.861
1759437264.265071,192374.000,27889,1,T1,1,100,30.904
1759437264.398074,192507.000,27904,1,T1,1,100,30.923
1759437264.531077,192640.000,27921,1,T1,1,100,30.860
1759437264.665079,192774.000,27951,1,T1,1,100,30.904
1759437264.798082,192907.000,27966,1,T1,1,100,30.923
1759437264.931085,193040.000,27983,1,T1,1,100,30.860
1759437265.065088,193174.000,28013,1,T1,1,100,31.010
1759437265.198090,193307.000,28029,1,T1,1,100,31.075
1759437265.331093,193440.000,28047,1,T1,1,100,30.962
1759437265.465096,193574.000,28078,1,T1,1,100,30.842
1759437265.598099,193707.000,28093,1,T1,1,100,30.861
1759437265.731101,193840.000,28109,1,T1,1,100,30.975
1759437265.865104,193974.000,28142,1,T1,1,100,30.954
1759437265.998107,194107.000,28157,1,T1,1,100,30.980
1759437266.131109,194240.000,28173,1,T1,1,100,30.956
1759437266.265112,194374.000,28189,1,T1,1,100,30.875
1759437266.398115,194507.000,28221,1,T1,1,100,30.910
1759437266.531117,194640.000,28238,1,T1,1,100,31.032
1759437266.664120,194773.000,28253,1,T1,1,100,30.978
1759437266.798123,194907.000,28286,1,T1,1,100,30.955
1759437266.931126,195040.000,28302,1,T1,1,100,30.981
1759437267.065129,195174.000,28317,1,T1,1,100,30.921
1759437267.198131,195307.000,28348,1,T1,1,100,31.108
1759437267.331134,195440.000,28364,1,T1,1,100,31.117
1759437267.464137,195573.000,28381,1,T1,1,100,30.944
1759437267.598139,195707.000,28412,1,T1,1,100,30.870
1759437267.731142,195840.000,28428,1,T1,1,100,30.944
1759437267.864145,195973.000,28444,1,T1,1,100,30.940
1759437267.998147,196107.000,28474,1,T1,1,100,30.797
1759437268.131150,196240.000,28490,1,T1,1,100,30.841
1759437268.264153,196373.000,28506,1,T1,1,100,30.825
1759437268.398156,196507.000,28522,1,T1,1,100,30.924
1759437268.531158,196640.000,28553,1,T1,1,100,30.967
1759437268.664161,196773.000,28568,1,T1,1,100,31.021
1759437268.798164,196907.000,28584,1,T1,1,100,30.974
1759437268.931167,197040.000,28619,1,T1,1,100,31.024
1759437269.064169,197173.000,28634,1,T1,1,100,30.940
1759437269.198172,197307.000,28651,1,T1,1,100,30.867
1759437269.331175,197440.000,28681,1,T1,1,100,30.943
1759437269.464177,197573.000,28696,1,T1,1,100,31.011
1759437269.598180,197707.000,28715,1,T1,1,100,31.005
1759437269.731183,197840.000,28745,1,T1,1,100,31.037
1759437269.864186,197973.000,28761,1,T1,1,100,31.052
1759437269.997188,198106.000,28777,1,T1,1,100,31.022
1759437270.131191,198240.000,28808,1,T1,1,100,31.116
1759437270.264194,198373.000,28823,1,T1,1,100,31.050
1759437270.397197,198506.000,28841,1,T1,1,100,30.915
1759437270.531199,198640.000,28872,1,T1,1,100,30.963
1759437270.664202,198773.000,28887,1,T1,1,100,31.020
1759437270.797205,198906.000,28903,1,T1,1,100,30.938
1759437270.931207,199040.000,28921,1,T1,1,100,31.044
1759437271.064210,199173.000,28951,1,T1,1,100,30.984
1759437271.197213,199306.000,28968,1,T1,1,100,30.993
1759437271.331216,199440.000,28983,1,T1,1,100,30.997
1759437271.464218,199573.000,29016,1,T1,1,100,30.963
1759437271.597221,199706.000,29032,1,T1,1,100,30.913
1759437271.731224,199840.000,29047,1,T1,1,100,30.892
1759437271.864226,199973.000,29078,1,T1,1,100,30.918
1759437271.997229,200106.000,29094,1,T1,1,100,30.929
1759437272.131232,200240.000,29109,1,T1,1,100,31.005
1759437272.264235,200373.000,29140,1,T1,1,100,30.967
1759437272.397237,200506.000,29156,1,T1,1,100,30.986
1759437272.531240,200640.000,29172,1,T1,1,100,30.923
1759437272.664243,200773.000,29204,1,T1,1,100,31.002
1759437272.797246,200906.000,29220,1,T1,1,100,31.001
1759437272.930248,201039.000,29236,1,T1,1,100,30.965
1759437273.064251,201173.000,29266,1,T1,1,100,31.020
1759437273.197254,201306.000,29283,1,T1,1,100,31.115
1759437273.330256,201439.000,29298,1,T1,1,100,31.085
1759437273.464259,201573.000,29314,1,T1,1,100,31.037
1759437273.597262,201706.000,29347,1,T1,1,100,31.051
1759437273.730264,201839.000,29362,1,T1,1,100,31.022
1759437273.864267,201973.000,29379,1,T1,1,100,31.045
1759437273.997270,202106.000,29411,1,T1,1,100,31.020
1759437274.130273,202239.000,29426,1,T1,1,100,30.973
1759437274.264275,202373.000,29443,1,T1,1,100,30.953
1759437274.397278,202506.000,29475,1,T1,1,100,31.086
1759437274.530281,202639.000,29491,1,T1,1,100,30.895
1759437274.664284,202773.000,29507,1,T1,1,100,31.061
1759437274.797286,202906.000,29538,1,T1,1,100,31.097
1759437274.930289,203039.000,29553,1,T1,1,100,31.007
1759437275.064292,203173.000,29569,1,T1,1,100,31.003
1759437275.197294,203306.000,29600,1,T1,1,100,30.966
1759437275.330297,203439.000,29617,1,T1,1,100,30.985
1759437275.464300,203573.000,29633,1,T1,1,100,30.994
1759437275.597303,203706.000,29664,1,T1,1,100,31.104
1759437275.730305,203839.000,29679,1,T1,1,100,31.116
1759437275.864308,203973.000,29696,1,T1,1,100,30.944
1759437275.997311,204106.000,29711,1,T1,1,100,31.011
1759437276.130313,204239.000,29741,1,T1,1,100,31.005
1759437276.264316,204373.000,29758,1,T1,1,100,30.896
1759437276.397319,204506.000,29775,1,T1,1,100,31.061
1759437276.530322,204639.000,29806,1,T1,1,100,31.062
1759437276.663324,204772.000,29822,1,T1,1,100,31.027
1759437276.797327,204906.000,29837,1,T1,1,100,31.118
1759437276.930330,205039.000,29868,1,T1,1,100,31.087
1759437277.063333,205172.000,29884,1,T1,1,100,31.002
1759437277.197335,205306.000,29900,1,T1,1,100,31.001
1759437277.330338,205439.000,29930,1,T1,1,100,31.036
1759437277.463341,205572.000,29946,1,T1,1,100,31.016
1759437277.597343,205706.000,29962,1,T1,1,100,31.078
1759437277.730346,205839.000,29996,1,T1,1,100,31.069
1759437277.863349,205972.000,30013,1,T1,1,100,31.030
1759437277.997352,206106.000,30030,1,T1,1,100,31.048
1759437278.130354,206239.000,30061,1,T1,1,100,31.163
1759437278.263357,206372.000,30077,1,T1,1,100,31.035
1759437278.397360,206506.000,30092,1,T1,1,100,30.944
1759437278.530363,206639.000,30108,1,T1,1,100,31.011
1759437278.663365,206772.000,30141,1,T1,1,100,31.005
1759437278.797368,206906.000,30156,1,T1,1,100,31.038
1759437278.930371,207039.000,30175,1,T1,1,100,31.052
1759437279.063373,207172.000,30205,1,T1,1,100,31.058
1759437279.197376,207306.000,30221,1,T1,1,100,30.919
1759437279.330379,207439.000,30237,1,T1,1,100,31.000
1759437279.463382,207572.000,30270,1,T1,1,100,30.929
1759437279.597384,207706.000,30285,1,T1,1,100,30.898
1759437279.730387,207839.000,30301,1,T1,1,100,31.062
1759437279.863390,207972.000,30332,1,T1,1,100,31.133
1759437279.996392,208105.000,30347,1,T1,1,100,31.022
1759437280.130395,208239.000,30363,1,T1,1,100,31.045
1759437280.263398,208372.000,30394,1,T1,1,100,31.126
1759437280.396401,208505.000,30409,1,T1,1,100,31.019
1759437280.530403,208639.000,30428,1,T1,1,100,31.079
1759437280.663406,208772.000,30458,1,T1,1,100,31.105
1759437280.796409,208905.000,30473,1,T1,1,100,31.010
1759437280.930412,209039.000,30490,1,T1,1,100,31.004
1759437281.063414,209172.000,30505,1,T1,1,100,31.037
1759437281.196417,209305.000,30538,1,T1,1,100,31.052
1759437281.330420,209439.000,30554,1,T1,1,100,31.058
1759437281.463422,209572.000,30569,1,T1,1,100,30.990
1759437281.596425,209705.000,30600,1,T1,1,100,30.960
1759437281.730428,209839.000,30618,1,T1,1,100,30.983
1759437281.863431,209972.000,30634,1,T1,1,100,30.993
1759437281.996433,210105.000,30666,1,T1,1,100,30.997
1759437282.130436,210239.000,30682,1,T1,1,100,30.928
1759437282.263439,210372.000,30698,1,T1,1,100,31.075
1759437282.396441,210505.000,30728,1,T1,1,100,31.139
