subject,ppg_stream,ppg_channel_1based,fs,segment,t_start,t_end,t_center,t_rel,window_s,step_s,bandpass,low_hz,high_hz
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62904.10465371401,62914.145252632814,62909.12495317341,50.25006638155173,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62905.10971867084,62915.15031758965,62910.13001813025,51.255131338395586,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62906.11478362768,62916.15538254649,62911.13508308708,52.26019629522489,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62907.119848584516,62917.160447503324,62912.14014804392,53.26526125206874,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62908.12491354136,62918.16551246017,62913.14521300077,54.27032620891259,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62909.1299784982,62919.170577417004,62914.1502779576,55.275391165741894,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62910.13504345503,62920.17564237384,62915.15534291444,56.28045612258575,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62911.14010841187,62921.18070733068,62916.16040787127,57.28552107941505,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62912.145173368706,62922.185772287514,62917.165472828114,58.2905860362589,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62913.15023832554,62923.19083724435,62918.17053778494,59.2956509930882,10.0,1.0,True,0.5,8.0
EmotiBit_1,PPG_EmotiBit_1,1,99.49605679515615,pre,62914.15530328238,62924.19590220119,62919.17560274179,60.300715949932055,10.0,1.0,True,0.5,8.0
